Date,Close,SMA_20,SMA_50,EMA_20,RSI_14,Return
2020-10-16,64.61773681640625,64.80966434478759,65.7078914642334,64.61773681640625,100.0,0.0035574390028496605
2020-10-17,64.61773681640625,64.80966434478759,65.7078914642334,64.61773681640625,100.0,0.0035574390028496605
2020-10-18,64.61773681640625,64.80966434478759,65.7078914642334,64.61773681640625,100.0,0.0035574390028496605
2020-10-19,64.61773681640625,64.80966434478759,65.7078914642334,64.61773681640625,100.0,0.0035574390028496605
2020-10-20,64.84761047363281,64.80966434478759,65.7078914642334,64.63962954566593,100.0,0.0035574390028496605
2020-10-21,64.83998107910156,64.80966434478759,65.7078914642334,64.65871064408837,96.7876646321876,-0.00011765112816841672
2020-10-22,64.95490264892578,64.80966434478759,65.7078914642334,64.68691940645384,97.83516983092676,0.0017723874669861583
2020-10-23,65.03150177001953,64.80966434478759,65.7078914642334,64.71973677441248,98.22168477584337,0.0011792661980845054
2020-10-24,65.03150177001953,64.80966434478759,65.7078914642334,64.74942867875602,98.22168477584337,0.0
2020-10-25,65.03150177001953,64.80966434478759,65.7078914642334,64.77629278268587,98.22168477584337,0.0
2020-10-26,64.45682525634766,64.80966434478759,65.7078914642334,64.745867303987,41.98408294503523,-0.008836894397798
2020-10-27,64.48749542236328,64.80966434478759,65.7078914642334,64.72126045811807,43.70431562875709,0.0004758249555985028
2020-10-28,63.951107025146484,64.80966434478759,65.7078914642334,64.64791251212077,28.780008014279986,-0.008317711731610888
2020-10-29,64.13499450683594,64.80966434478759,65.7078914642334,64.59906317828413,36.243885470791575,0.0028754386005724886
2020-10-30,64.27291107177734,64.80966434478759,65.7078914642334,64.56800107290253,40.8899791181237,0.002150410489654142
2020-10-31,64.27291107177734,64.80966434478759,65.7078914642334,64.53989726327156,40.8899791181237,0.0
2020-11-01,64.27291107177734,64.80966434478759,65.7078914642334,64.51447000693877,40.8899791181237,0.0
2020-11-02,64.42606353759766,64.80966434478759,65.7078914642334,64.50605034319199,45.31525046991079,0.0023828462608341816
2020-11-03,64.9801254272461,64.80966434478759,65.7078914642334,64.55120035119714,52.795787887762856,0.00859996497108817
2020-11-04,65.58808898925781,64.80966434478759,65.7078914642334,64.64995165006006,62.59340123036615,0.00935614632957904
2020-11-05,65.81893920898438,64.80966434478759,65.7078914642334,64.76128379852904,63.99854144520531,0.00351969729998336
