Date,Close,SMA_20,SMA_50,EMA_20,RSI_14,Return
2020-10-22,18.927608489990234,19.07313175201416,20.393557891845703,18.927608489990234,100.0,0.002976061513668915
2020-10-23,18.983938217163086,19.07313175201416,20.393557891845703,18.93297322591146,100.0,0.002976061513668915
2020-10-24,18.983938217163086,19.07313175201416,20.393557891845703,18.937827034602094,100.0,0.0
2020-10-25,18.983938217163086,19.07313175201416,20.393557891845703,18.94221857579838,100.0,0.0
2020-10-26,18.589614868164062,19.07313175201416,20.393557891845703,18.908637270309395,12.499576758989647,-0.020771419738530472
2020-10-27,18.44878387451172,19.07313175201416,20.393557891845703,18.864841708804853,9.523456344241367,-0.007575788667549377
2020-10-28,18.16712188720703,19.07313175201416,20.393557891845703,18.79839220198601,6.451352177902052,-0.015267238709095743
2020-10-29,18.54267120361328,19.07313175201416,20.393557891845703,18.77403782118861,34.586421374848015,0.02067192143796337
2020-10-30,18.36428451538086,19.07313175201416,20.393557891845703,18.735013696825966,30.26308403345621,-0.0096203338922205
2020-10-31,18.36428451538086,19.07313175201416,20.393557891845703,18.699706155735953,30.26308403345621,0.0
2020-11-01,18.36428451538086,19.07313175201416,20.393557891845703,18.667761237606896,30.26308403345621,0.0
2020-11-02,18.692890167236328,19.07313175201416,20.393557891845703,18.670154469000174,43.31548768802567,0.017893735613834894
2020-11-03,18.9182186126709,19.07313175201416,20.393557891845703,18.693779625540245,49.763003515231226,0.01205423256749838
2020-11-04,18.67411231994629,19.07313175201416,20.393557891845703,18.691906548817013,44.303770342146656,-0.0129032388155782
2020-11-05,19.988529205322266,19.07313175201416,20.393557891845703,18.815394420865132,64.98670609752023,0.07038711467811054
2020-11-06,20.138748168945312,19.07313175201416,20.393557891845703,18.941428111158483,65.89146350874006,0.0075152584805013856
2020-11-07,20.138748168945312,19.07313175201416,20.393557891845703,19.055458592852467,65.89146350874006,0.0
2020-11-08,20.138748168945312,19.07313175201416,20.393557891845703,19.158629028670834,65.89146350874006,0.0
2020-11-09,20.176305770874023,19.07313175201416,20.393557891845703,19.25555062316638,74.2119953548342,0.0018649422304524155
2020-11-10,19.875865936279297,19.07313175201416,20.393557891845703,19.314628272034277,70.76497727570444,-0.014890725686187434
2020-11-11,20.51429557800293,19.152466106414796,20.393557891845703,19.42888230117415,80.94053991536951,0.03212084664740633
2020-11-12,20.279582977294922,19.217248344421385,20.393557891845703,19.509901413185652,73.77896246408253,-0.011441416538800597
2020-11-13,20.373464584350586,19.286724662780763,20.393557891845703,19.59214552472517,78.1579373654438,0.004629365759679205
2020-11-14,20.373464584350586,19.356200981140137,20.393557891845703,19.666556863737114,78.1579373654438,0.0
2020-11-15,20.373464584350586,19.44539346694946,20.393557891845703,19.733881408557444,78.1579373654438,0.0
2020-11-16,20.476741790771484,19.546791362762452,20.393557891845703,19.804630016387353,76.685437500428,0.005069201951062752
2020-11-17,20.51429557800293,19.664150047302247,20.393557891845703,19.872217212731695,75.297657196617,0.0018339727880130052
2020-11-18,20.213855743408203,19.747709274291992,20.393557891845703,19.904754215653266,73.97661113985498,-0.014645388794967018
2020-11-19,20.50490951538086,19.85474052429199,20.393557891845703,19.96191186324637,61.8026286190595,0.014398726085079971
2020-11-20,20.739625930786133,19.973507595062255,20.393557891845703,20.035979869678727,63.22317969468148,0.011446839852144342
2020-11-21,20.739625930786133,20.09227466583252,20.393557891845703,20.102993780260384,63.22317969468148,0.0
2020-11-22,20.739625930786133,20.19461145401001,20.393557891845703,20.163625413643786,63.22317969468148,0.0
2020-11-23,21.133949279785156,20.305397987365723,20.393557891845703,20.256037210419155,68.21426679813649,0.019013040558927496
2020-11-24,21.42500114440918,20.442942428588868,20.393557891845703,20.367367108894395,79.5699684200792,0.013771768862075318
2020-11-25,21.791156768798828,20.533073806762694,20.393557891845703,20.50296612412339,77.20006078380226,0.01709010991045834
2020-11-26,21.791156768798828,20.61569423675537,20.393557891845703,20.62565094742581,85.77768267159293,0.0
2020-11-27,22.147930145263672,20.71615333557129,20.393557891845703,20.770629918648464,87.3517402528576,0.01637239272105462
2020-11-28,22.147930145263672,20.816612434387206,20.393557891845703,20.901801368802293,87.3517402528576,0.0
2020-11-29,22.147930145263672,20.91519365310669,20.393557891845703,21.02048029989385,87.3517402528576,0.0
2020-11-30,22.09160041809082,21.025980377197264,20.393557891845703,21.122491739722133,84.67746493756712,-0.0025433404748613775
2020-12-01,21.885042190551758,21.094517707824707,20.393557891845703,21.1951155921821,77.4434493851185,-0.00935007983260061
2020-12-02,21.687885284423828,21.164932823181154,20.393557891845703,21.242046039062263,80.78437995933741,-0.009008751475610421
2020-12-03,21.53766632080078,21.223142910003663,20.393557891845703,21.270200351608786,72.91669840947375,-0.006926399768949931
2020-12-04,21.60338592529297,21.284638977050783,20.393557891845703,21.301932311007278,70.72074833884992,0.0030513800108749045
2020-12-05,21.60338592529297,21.3461350440979,20.393557891845703,21.330642179034484,70.72074833884992,0.0
2020-12-06,21.60338592529297,21.402467250823975,20.393557891845703,21.356617773916245,70.72074833884992,0.0
2020-12-07,21.697269439697266,21.46161594390869,20.393557891845703,21.389060789704914,65.78946805666934,0.004345777774324766
2020-12-08,22.279373168945312,21.564891815185547,20.393557891845703,21.473852444870666,70.58827314553085,0.026828432529995228
2020-12-09,21.734827041625977,21.626387691497804,20.393557891845703,21.498707168371173,48.75005607881677,-0.024441716703159533
2020-12-10,22.063430786132812,21.692577934265138,20.393557891845703,21.55249037006276,55.27275762823051,0.015118765098866449
2020-12-11,22.18548583984375,21.76487092971802,20.458715438842773,21.612775652899046,50.80001885265351,0.00553200700716272
2020-12-12,22.18548583984375,21.8371639251709,20.522746391296387,21.667319480227114,50.80001885265351,0.0
2020-12-13,22.18548583984375,21.88974075317383,20.58677734375,21.71666865733346,50.80001885265351,0.0
2020-12-14,22.50510597229004,21.94374599456787,20.657200698852538,21.791757925424566,57.920148235177216,0.014406722248663684
2020-12-15,23.5579776763916,22.03208703994751,20.75656795501709,21.95996933027857,74.19789135419909,0.046783681240956554
