Date,Close,SMA_20,SMA_50,EMA_20,RSI_14,Return
2020-10-22,321.266357421875,317.6636627197266,329.70875671386716,321.266357421875,100.0,0.0033952817334355068
2020-10-23,322.3571472167969,317.6636627197266,329.70875671386716,321.3702421642485,100.0,0.0033952817334355068
2020-10-24,322.3571472167969,317.6636627197266,329.70875671386716,321.4642331216341,100.0,0.0
2020-10-25,322.3571472167969,317.6636627197266,329.70875671386716,321.5492725592687,100.0,0.0
2020-10-26,316.4000244140625,317.6636627197266,329.70875671386716,321.058867974011,15.476778121292426,-0.018479884358599263
2020-10-27,315.30926513671875,317.6636627197266,329.70875671386716,320.5112867514118,13.402552795776344,-0.0034474057938640446
2020-10-28,304.5323181152344,317.6636627197266,329.70875671386716,318.989480214633,5.766609069950178,-0.034178973512914324
2020-10-29,307.6274108886719,317.6636627197266,329.70875671386716,317.9073783740653,19.017479448787995,0.01016342959129335
2020-10-30,304.4204406738281,317.6636627197266,329.70875671386716,316.62290811689985,16.598998224686653,-0.010424851951844838
2020-10-31,304.4204406738281,317.6636627197266,329.70875671386716,315.46076836041686,16.598998224686667,0.0
2020-11-01,304.4204406738281,317.6636627197266,329.70875671386716,314.40930858074177,16.598998224686653,0.0
2020-11-02,307.83251953125,317.6636627197266,329.70875671386716,313.7829477188854,26.53868292578933,0.011208442014830844
2020-11-03,313.2675476074219,317.6636627197266,329.70875671386716,313.73386199398414,38.25941669988847,0.01765579570491127
2020-11-04,320.26885986328125,317.6636627197266,329.70875671386716,314.356242743441,48.78549760934089,0.02234930591863682
2020-11-05,326.5149841308594,317.6636627197266,329.70875671386716,315.51421811367135,55.546797546582106,0.019502752375752497
2020-11-06,326.4403991699219,317.6636627197266,329.70875671386716,316.5548067856952,54.40993837951574,-0.0002284273756564259
2020-11-07,326.4403991699219,317.6636627197266,329.70875671386716,317.49629177466915,54.40993837951574,0.0
2020-11-08,326.4403991699219,317.6636627197266,329.70875671386716,318.34811152659796,54.40993837951574,0.0
2020-11-09,330.54241943359375,317.6636627197266,329.70875671386716,319.50947418440705,65.91145690270835,0.012565908735875153
2020-11-10,330.0575866699219,317.6636627197266,329.70875671386716,320.51405632588467,66.822544095072,-0.0014667792548461733
2020-11-11,332.5094909667969,318.22581939697267,329.70875671386716,321.6564786726382,89.393428956935,0.007428716672182034
2020-11-12,329.2838439941406,318.57215423583983,329.70875671386716,322.3828944175432,80.38177259758808,-0.009700916997218423
2020-11-13,333.8426208496094,319.1464279174805,329.70875671386716,323.47429693488283,89.76796869070522,0.013844520278224914
2020-11-14,333.8426208496094,319.72070159912107,329.70875671386716,324.461756355333,89.76796869070522,0.0
2020-11-15,333.8426208496094,320.59283142089845,329.70875671386716,325.3551720214546,89.76796869070522,0.0
2020-11-16,338.0097961425781,321.7278579711914,329.70875671386716,326.5603743187045,89.97264952013369,0.01248245440430451
2020-11-17,336.19189453125,323.3108367919922,329.70875671386716,327.4776619579945,83.58359092295024,-0.005378251258023603
2020-11-18,332.1458435058594,324.53675842285156,329.70875671386716,327.92225067683876,69.04887997862058,-0.012034945194118962
2020-11-19,333.54425048828125,325.9929489135742,329.70875671386716,328.45767923030945,63.34976637111927,0.004210219726555664
2020-11-20,331.26019287109375,327.3349365234375,329.70875671386716,328.72458529133655,58.444881952918045,-0.006847839870853245
2020-11-21,331.26019287109375,328.67692413330076,329.70875671386716,328.9660717275039,58.444881952918045,0.0
2020-11-22,331.26019287109375,329.84830780029296,329.70875671386716,329.18455945546486,58.444881952918045,0.0
2020-11-23,333.2460021972656,330.8472305297852,329.70875671386716,329.5713635261126,55.11643675014352,0.005994711616148285
2020-11-24,338.6157531738281,331.7645751953125,329.70875671386716,330.43273396875213,63.6687989487414,0.016113474553803853
2020-11-25,338.09368896484375,332.34351043701173,329.70875671386716,331.1623487302847,59.50481050425886,-0.00154175995679795
2020-11-26,338.09368896484375,332.9261749267578,329.70875671386716,331.82247637167126,66.84483179150479,0.0
2020-11-27,339.0352478027344,333.55591735839846,329.70875671386716,332.50940698415343,61.52238628083548,0.0027849050976769263
2020-11-28,339.0352478027344,334.18565979003904,329.70875671386716,333.1309156335421,61.52238628083548,0.0
2020-11-29,339.0352478027344,334.6103012084961,329.70875671386716,333.69323298298895,61.52238628083548,0.0
2020-11-30,337.5343017578125,334.9841369628906,329.70875671386716,334.05904905678165,48.80327871370703,-0.004427109141746821
2020-12-01,341.22607421875,335.41996612548826,329.70875671386716,334.741622881731,61.577927820435434,0.010937473441103629
2020-12-02,341.9439392089844,336.05297088623047,329.70875671386716,335.4275577700409,76.60757261342013,0.0021037811716995147
2020-12-03,341.8507080078125,336.4533752441406,329.70875671386716,336.0392863641144,74.27787014506818,-0.0002726505443774174
2020-12-04,344.79669189453125,337.0010787963867,329.70875671386716,336.87332498605883,88.0902492726542,0.008617749847256162
2020-12-05,344.79669189453125,337.5487823486328,329.70875671386716,337.6279313582943,88.0902492726542,0.0
2020-12-06,344.79669189453125,337.8881271362305,329.70875671386716,338.31067045698353,88.0902492726542,0.0
2020-12-07,344.0881042480469,338.28293762207034,329.70875671386716,338.8609022466086,82.87126990647704,-0.0020550882973701112
2020-12-08,345.0950012207031,338.9303955078125,329.70875671386716,339.45462595842713,76.70994363929147,0.002926276614115153
2020-12-09,341.9998474121094,339.3531753540039,329.70875671386716,339.697028001635,63.284449564612714,-0.008968990560991208
2020-12-10,341.8880920410156,339.8845703125,329.70875671386716,339.9057007672903,62.80702983208252,-0.00032677023671034977
2020-12-11,341.4871826171875,340.3959197998047,330.11317321777346,340.05631808632813,58.589355164945125,-0.0011726334820109097
2020-12-12,341.4871826171875,340.9072692871094,330.49577392578124,340.1925908987909,58.589355164945125,0.0
2020-12-13,341.4871826171875,341.31932830810547,330.87837463378906,340.315885348162,58.589355164945125,0.0
2020-12-14,339.9582214355469,341.3864517211914,331.23039611816404,340.28182211838913,58.47458169643143,-0.004477360379744111
2020-12-15,344.5542907714844,341.70948181152346,331.7934814453125,340.6887238948744,60.944182751263924,0.01351951224044412
2020-12-16,345.0950012207031,342.0595474243164,332.3891961669922,341.10836935447713,60.48378908550379,0.001569304065283994
